Producto,Descripción,Partida / Lote,Certificado,Observaciones
NP0200PN0100806,"NIPLE 2"" PL X NPT 100MM SCH 80 A106",,,
NP0200PN0150406,"NIPLE 2"" PL X NPT 150MM SCH 40 A106",,,
NP0200PN0200806,"NIPLE 2"" PL X NPT 200MM SCH 80 A106",,,
NP0200PP0100706,"NIPLE 2"" PL X PL 100MM SCH 160 A106",,,
NP0200PP0100806,"NIPLE 2"" PL X PL 100MM SCH 80 A106",,,
NP0200PP0175806,"NIPLE 2"" PL X PL 175MM SCH 80 A106",,,
NP0250PP0100406,"NIPLE 2 1/2"" PL X PL 100MM SCH 40 A106",,,
NP0300NN0200806,"NIPLE 3"" NPT X NPT 200MM SCH 80 A106",,,
NP0300NN0300820,"NIPLE 3"" NPT X NPT 300MM SCH 80 GALV",,,
NP0300PN0100806,"NIPLE 3"" PL X NPT 100MM SCH 80 A106",,,
NP0300PP0100706,"NIPLE 3"" PL X PL 100MM SCH160 A106",,,
NP0400N4RXR3S40,"NIPLE NPTXNPT 300MM SCH40 4"" A106",,,
NP0400PN0300406,"NIPLE 4"" BW X NPT 300MM SCH 40 A106",,,
NPLT010120PL166,"NIPOLET PL A105 1"" X 12"" SCH160 #6000",,,
NR050025NN22C06,"NIPLE R 1/2""X1/4"" NPT SCH80X80 C A106",,,
NR075050BB22C06,"NIPLE R 3/4""X1/2"" BWXBW SCH80X80 C A106",,,
NR075050BN22C06,"NIPLE R 3/4""X1/2"" BWXNPT SCH80/80 C A106",,,
NR075050BNXXC06,"NIPLE R 3/4""X1/2"" BWXNPT SXXS/XXS C A106",,,
NR075050BP34C06,"NIPLE R 3/4""X1/2"" BWXPL SCH80/160 C A106",,,
NR075050NN22C06,"NIPLE R 3/4X1/2"" NPTXNPT SCH80/80 C A106",,,
NR075050NN22C20,"NIPLE R 3/4X1/2"" NPTXNPT SCH80/80 C GALV",,,
NR075050PN22C06,"NIPLE R 3/4""X1/2"" PLXNPT SCH80/80 C A106",,,
NR075050PP22C06,"NIPLE R 3/4X1/2"" PLXPL SCH80/80 C A106",,,
NR100050BB22C06,"NIPLE R 1""X1/2"" BWXBW SCH80X80 C A106",,,
NR100050BB22E06,"NIPLE R 1""X1/2"" BWXBW SCH80 EXC A106",,,
NR100050BB23C06,"NIPLE R 1""X1/2"" BWXBW SCH80X160 C A106",,,
NR100050NN22C06,"NIPLE R 1""X1/2"" NPTXNPT SCH80X80 C A106",,,
NR100050NN22C20,"NIPLE R 1""X1/2"" NPTXNPT SCH80X80 C GALV",,,
NR100050PN22C06,"NIPLE R 1""X1/2"" PLXNPT SCH 80 C A106",,,
NR100050PN23C06,"NIPLE R 1""X1/2"" PLXNPT SCH80/160 C A106",,,
NR100075BB22C06,"NIPLE R 1""X3/4"" BWXBW SCH80X80 C A106",,,
NR100075BB33C06,"NIPLE RED 1""X3/4"" PLXPL SCH160 CONC A106",,,
NR100075BN22C06,"NIPLE R 1""X3/4"" BWXNPT SCH 80X80 C A106",,,
NR100075BN33C06,"NIPLE R 1""X3/4"" BWXNPT SCH 160 C A106",,,
NR100075NN22C20,"NIPLE RED 1""X3/4"" NPT SCH 80 CONC GALV",,,
NR100075PN22C06,"NIPLE R 1""X3/4"" PLXNPT SCH80X80 C A106",,,
NR100075PN33C06,"NIPLE RED 1""X3/4"" PLXNPT SCH160X160 CONC A106",,,
NR100075PP22C06,"NIPLE R 1""X3/4"" PLXPL SCH 80X80 C A106",,,
NR150050BB22C06,"NIPLE RED 1 1/2""X1/2"" BWXBW SCH80 C A106",,,
NR150050PN23C06,"NIPLE RED 11/2""X1/2"" PLXNPT SCH80/160 CONC A106",,,
NR150050PP22E06,"NIPLE R 11/2""X1/2"" PLXPL SCH80 EXC A106",,,
NR150075BB22C06,"NIPLE R 11/2""X3/4"" BWXBW SCH80X80 C A106",,,
NR150075PP22E06,"NIPLE R 11/2""X3/4"" PLXPL SCH80X80 E A106",,,
NR150100BB22C06,"NIPLE RED 11/2X1"" BW SCH80/80 CONC A106",,,
NR150100BP22C06,"NIPLE R 11/2"" X 1"" BWXPL SCH80 C A106",,,
NR150100NN22C06,"NIPLE R 11/2""X1"" NPTXNPT SCH80X80 C A106",,,
NR150100NN22C20,"NIPLE R 11/2""X1"" NPTXNPT SCH80X80 C GALV",,,
NR150100PN33C06,"NIPLE RED 11/2"" X 1"" PL X NPT SCH160 C A106",,,
NR200050BB12C06,"NIPLE R 2""X1/2"" BWXBW SCH40X80 C A106",,,
NR200050BB22C06,"NIPLE R 2""X1/2"" BWXBW SCH80 C A106",,,
NR200050BB22C16,"NIPLE RED 2""X1"" BWXBW SCH80 EXC 316L",,,
NR200050BB23E06,"NIPLE R 2""X1/2"" BWXBW SCH80X160 EXC A106",,,
NR200050BB23E80,"NIPLE R 2""X1/2"" BWXBW SCH80/160 EXC A106",,,
NR200050BN12C06,"NIPLE R 2""X1/2"" BWXNPT SCH40/80 C A106",,,
NR200050BN12E06,"NIPLE R 2""X1/2"" BWXNPT SCH40/80 EXC A106",,,
NR200050BP12C06,"NIPLE R 2""X1/2"" BWXPL SCH40/80 C A106",,,
NR200075BB12C06,"NIPLE R 2""X3/4"" BWXBW SCH40X80 C A106",,,
NR200075BB22C06,"NIPLE R 2""X3/4"" BWXBW SCH80X80 C A106",,,
NR200075BB33C06,"NIPLE R 2""X 3/4"" BWXBW SCH160X160 C A106",,,
NR200075BN13C06,"NIPLE R 2""X 3/4"" BWXNPT SCH40X160 C A106",,,
NR200075BN22C06,"NIPLE R 2""X3/4"" BW X NPT SCH80X80 C A106",,,
NR200075BP12C06,"NIPLE RED EXC 2""X3/4"" BW SCH40X80 E A106",,,
NR200075NN22C20,"NIPLE R 2""X3/4"" NPTXNPT SCH80X80 C GALV",,,
NR200100BB11C06,"NIPLE R 2""X1"" BWXBW SCH40X40 C A106",,,
NR200100BB12C06,"NIPLE R 2""X1"" BWXBW SCH40X80 C A106",,,
NR200100BB12E06,"NIPLE RED 2""X1"" BWXBW SCH40/80 EXC A106",,,
NR200100BB22C06,"NIPLE R 2""X1"" BWXBW SCH80X80 C A106",,,
NR200100BB22E06,"NIPLE R 2""X1"" BWXBW SCH80X80 EXC A106",,,
NR200100BB23C06,"NIPLE R 2""X1"" BWXBW SCH80X160 C A106",,,
NR200100BB23E06,"NIPLE R 2""X1"" BWXBW SCH80X160 EXC A106",,,
NR200100BB33C06,"NIPLE R 2""X1"" BWXBW SCH160X160 C A106",,,
NR200100BB33E06,"NIPLE R 2""X1"" BWXPL SCH 160/160 EXC A106",,,
NR200100BN12C06,"NIPLE R 2""X1"" BWXNPT SCH40X80 C A106",,,
NR200100BN13C06,"NIPLE R 2""X1"" BWXNPT SCH40X160 C A106",,,
NR200100BN23C06,"NIPLE R 2""X1"" BWXNPT SCH80X160 C A106",,,
NR200100BP02C16,"NIPLE R 2""X1"" BWXPL SCH10X80  CONC 316",,,
NR200100BP12E06,"NIPLE R 2""X1"" BWXPL SCH40X80 EXC A106",,,
NR200100BP22C06,"NIPLE R 2""X1"" BWXPL SCH80X80 C A106",,,
NR200100BP23C06,"NIPLE R 2""X1"" BWXPL SCH80X160 C A106",,,
NR200100NN22C06,"NIPLE R 2""X1"" NPTXNPT SCH80X80 C A106",,,
NR200125BN12C06,"NIPLE R 2""X11/4"" BWXNPT SCH40X80 C A106",,,
NR200150BB12C06,"NIPLE R 2""X11/2"" BWXBW SCH40X80 C A106",,,
NR200150BB12E06,"NIPLE R 2""X11/2"" BWXPL SCH40X80 EXC A106",,,
NR200150BB22E06,"NIPLE R 2""X11/2"" BWXBW SCH80/80 EXC A106",,,
NR200150BB23316,"NIPLE R 2""X11/2"" BWXBW SCH10X80 C 316",,,
NR200150BB23C06,"NIPLE R 2""X11/2"" BWXBW SCH80X160 C A106",,,
NR200150BB33C06,"NIPLE R 2""X11/2"" BWXBW SCH160X160 C A106",,,
NR200150BN22C06,"NIPLE R 2""X11/2"" BWXNPT SCH80X80 C A106",,,
NR200150BN23C06,"NIPLE RED 2""X11/2"" BWXNPT SCH80X160 CONC A106",,,
NR200150BN23E06,"NIPL R 2""X1,5"" BWXNPT SCH80X160 EXC A106",,,
NR200150BP22C06,"NIPLE R 2""X11/2"" BWXPL SCH80X80 C A105",,,
NR200150BP23C06,"NIPLE R 2""X11/2"" BWXPL SCH80X160 C A106",,,
NR200150BP32E06,"NIPLE R 2""X11/2"" BWXPL SCH160X80 C A106",,,
NR200150BP33C06,"NIPLE R 2""X11/2"" BWXPL SCH160X160 C A106",,,
NR200150NN22C06,"NIPLE R 2""X11/2"" NPTXNPT SCH80X80 C A106",,,
NR200150NN22C20,"NIPLE R 2""X11/2"" NPTXNPT SCH80X80 C GALV",,,
NR200150NN3XC06,"NIPLE R 2""X11/2"" NPTXNPT S160/XXS C A106",,,
NR250200BB22C06,"NIPLE R 2,5""X2"" BWXBW SCH80X80 C A106",,,
NR250200BP33C06,"NIPLE R 2 1/2""X2"" BWXPL SCH160 CONC A106",,,
NR300100BN12C06,"NIPLE R 3""X1"" BWXNPT SCH40X80 C A106",,,
NR300100BN23C06,"NIPLE R 3""X1"" BWXNPT SCH80X160 C A106",,,
NR300100BP12C06,"NIPLE RED 3""X1"" BWXPL SCH40X80 CONC A106",,,
NR300100BP22C06,"NIPLE RED 3""X1"" BWXPL SCH80X80 CONC A106",,,
NR300100BP22E06,"NIPLE RED 3""X1"" BWXPL SCH80X80 EXC A106",,,
NR300150BB12C06,"NIPLE R 3""X11/2"" BWXBW SCH40X80 C A106",,,
NR300150BB12E06,"NIPLE R 3""X11/2"" BWXBW SCH40/80 EXC A106",,,
NR300200BN12C06,"NIPLE R 3""X2"" BWXNPT SCH40X80 C A106",,,
NR300200NN12C20,"NIPLE R 3""X2"" NPTXNPT SCH40 C GALV",,,
NYLON50X4X400N,NYLON 50MX4M 400 MICR,,,
NYLON50X4X400N,NYLON 50MX4M 400 MICR,,,
PCACN0100050025,"PERFIL ""C"" ACERO NEGRO 100X50X2,5MM",,,
PE160CRR1124P16,CAÑO PEAD 160MM CORRUG X 6MT CUPLA Y ARO,,,
PERFORADO050NPT,"PERFORADO BRIDA 1/2"" NPT",,,
PERFORADO701812,PERFORADO BRACKET 70 X 18 X 12,,,
PHTBV02004,"PRUEBA HIDRAULICA VALVULA ESF. 2"" #900",,,
PHTBV06004,"PRUEBA HIDRAULICA VALVULA ESF. 6"" #900",,,
PJ0210K150210FT,"PUP JOINT INTEGRAL 2"" 10K 1502 10FT",,,
PJ0215K150202FT,"PUP JOINT INTEGRAL 2"" 15K 1502 2FT",,,
PJ0215K150205FT,"PUP JOINT INTEGRAL 2"" 15K 1502 5FT",,,
PJ0310K150210FT,"PUP JOINT INTEGRAL 3"" 10K 1502 10FT",,,
PJ0460K060208FT,"PUP JOINT SOLDADO 4"" 6K 602 2,5M",,,
PLACOR0300MM316,"PLACA ORIFICIO 3"" ORIF 2,107 MM 316",,,
PLACOR1200MM316,"PLACA ORIFICIO 12"" ORIF 6,569 MM 316",,,
PLATINADAPTADOR,PLATINA ADAPTADORA,,,
POLLPIG0800MW,"POLLY PIGS RASCADOR MODELO 4A-RCC 8""",,,
POLLYPIG08PBCDM,"POLLY PIG 8"" URETANO C/BANDAS CRUZADAS",,,
POLLYPIG08PSRDM,"POLLY PIG 8"" URETANO S/REVEST DENS MEDIA",,,
PRAYOSFRANKLINW,PARARRAYOS FRANKLIN W5,,,
PRECINTO2504.0,PRECINTO 250MM X 4MM COLA DE RATÓN AZUL,,,
PVF0600BFR2G40D,PIG VALVE FULL BORE 6 300 WCB/316/DEVLON,,,
RECH2O7000LTS,RECARGA CISTERNA H2O 10.000LTS,,,
ROLLOBURBUJA,ROLLO BURBUJA 1 X 45 M,,,
S10200-21100007,PALANCA MARIP VXS1 990B 3,,,
S1020011010227,"VALV MARIP VXS1 220V 2""",,,
S102001101032A,"VALVULA MARIPOSA VXS1 990B 2""",,,
S1020011F10920E,"VALVULA MARIPOSA VXS1 920E 2"" OM",,,
S1020021100007,Kit Palanc VM VXS 2-4,,,
S1025011010227,"VALVULA MARIPOSA VXS1 220V 21/2""",,,
S1030011F1032A,"VALVULA MARIPOSA VXS1 990B 3"" OM",,,
S1030011F10920E,"VALVULA MARIPOSA VXS1 920E 3"" OM",,,
S104001101032A,"VALVULA MARIPOSA VXS1 990B 4""",,,
S104001101232A,"VALVULA MARIPOSA VXS1 990B 4"" 250PSI",,,
S1040011F1032A,"VALVULA MARIPOSA VXS1 990B 4"" OM",,,
S1040011F10920E,"VALVULA MARIPOSA VXS1 920E 4"" OM",,,
S10500-21100007,PALANCA VALV MARIP VXS1 990B 6,,,
S105001101032A,"VALVULA MARIPOSA VXS1 990B 5""",,,
S1050021100007,Kit Palanc VM VXS 5-6,,,
S1060011010227,"VALVULA MARIPOSA VXS1 220V 6""",,,
S106001101032A,"VALVULA MARIPOSA VXS1 990B 6""",,,
S1060011010389,"VALVULA MARIPOSA VXS1 990V 6""",,,
S106001101232A2,"VALVULA MARIPOSA VXS1 920B 6"" 250 PSI",,,
S1060011F1032A,"VALVULA MARIPOSA VXS1 990B 6"" OM",,,
S1060092801503,"ASIENTO PARA VXS 6"" VITON",,,
S10800-21100007,PALANCA VALV MARIP VXS1 990B 8,,,
S108001101032A,"VALVULA MARIPOSA VXS1 990B 8""",,,
S1080011010375,"VALVULA MARIPOSA VXS1 920E 8""",,,
S1080021100007,Kit Palanc VM VXS 8-10,,,
S110001101032A,"VALVULA MARIPOSA VXS1 990B 10""",,,
S1120011010389,"VALVULA MARIPOSA VXS1 990V 12""",,,
S1120011010392,"VALVULA MARIPOSA VXS1 920B 12""",,,
S1120011F10392,"VALVULA MARIPOSA VXS1 920B 12"" OM",,,
S1120021100007,Kit Palanc VM VXS 12,,,
S116001101032A,"VALVULA MARIPOSA VXS1 990B 16""",,,
S120001101032A,"VALVULA MARIPOSA VXS1 990B 20""",,,
S2040011010227,"VALVULA MARIPOSA VXS2 220V 4""",,,
S204001101032A,"VALVULA MARIPOSA VXS2 990B 4""",,,
S2060011010227,"VALVULA MARIPOSA VXS2 220V 6""",,,
S206001101032A,"VALVULA MARIPOSA VXS2 990B 6""",,,
S208001101032A,"VALVULA MARIPOSA VXS2 990B 8""",,,
S2080011010389,"VALVULA MARIPOSA VXS2 990V 8""",,,
S210001101032A,"VALVULA MARIPOSA VXS2 990B 10""",,,
S2100011010392E,"VALVULA MARIPOSA VXS2 920E 10""",,,
S212001101032A,"VALVULA MARIPOSA VXS2 990B 12""",,,
S2120011010389,"VALVULA MARIPOSA VXS2 990V 12""",,,
SERVREP100000,SERVICIO DE PUESTA A PUNTO,,,
SETHCOMB108PCS,KIT HERRAMIENTAS COMB TUBULARES + CAJA,,,
SETHERRAM88PCS,SET 88 HERRAMIENTAS MULTIFUNCION + CAJA,,,
SILLACAMPINGAZ,SILLA CAMPING PLEGABLE AZUL,,,
SJ140SEPHDPE,"SADDLE JOINT PN16 DN140 ROSCA 1/2"" H EF",,,
SOC005008030105,"SOCKOLET 1/2"" SCH80 3000 A105",,,
SOC005008030316,"SOCKOLET 1/2"" SCH80 3000 316",,,
SOC005016030105,"SOCKOLET 1/2"" SCH160 3000 A105",,,
SOC007508030105,"SOCKOLET 3/4"" SCH80 3000 A105",,,
SOC007508030316,"SOCKOLET 3/4"" SCH80 3000 316",,,
SOC010008030105,"SOCKOLET 1"" SCH80 3000 A105",,,
SOC010008030316,"SOCKOLET 1"" SCH80 3000 316",,,
SOC015008030105,"SOCKOLET 1 1/2"" SCH80 3000 A105",,,
SOC015008030316,"SOCKOLET 1 1/2"" - 6""-5"" 3000 A182 F316L",,,
SOC015016060105,"SOCKOLET 1 1/2"" SCH160 6000 A105",,,
SOC020008030105,"SOCKOLET 2"" SCH80 3000 A105",,,
SOC020016060105,"SOCKOLET 2"" SCH160 6000 A105",,,
SOLDADURANP0050,"SOLDADURA NIPLE 1/2""",,,
SOLDADURANP0075,"SOLDADURA NIPLE 3/4""",,,
SOPORT-EZ013,SOPORTE VALV RED,,,
SP3116211610K30,"SPOOL 3 1/16"" 10K A 21/16"" 10K 300MM",,,
TBV0100FFJ4L40K,"TMBV 1"" #900 PT RTJ L OM A105/A105ENP/PK",,,
TBV0100FFR4L40K,"TMBV 1"" #900 PT RF L OM A105/A105ENP/PK",,,
TBV0200DFR3L31R,"TMBV 2"" #600 PT RF L DAN A216/A105/RPTFE",,,
TBV0200EFR4L40D,"TMBV 2"" #900 PT RF EF LEV A105/A105+ENP",,,
TBV0200FFR3L40D,"TMBV 2"" #600 PT RF L OM A105/A105+ENP",,,
TBV0200FFR4L40K,"TMBV 2"" #900 PT RF L OM A105/A105+ENP/PK",,,
TBV0300FFR3G40D,"TMBV 3"" #600 PT RF G OM A105/A105ENP/DV",,,
TBV0300FFR4G40D,"TMBV 3"" #900 PT RF G OM A105/A105+ENP",,,
TBV0300WRR4G30P,"TMBV 3"" #900 PR RF LEVER A216/316/PTFE",,,
TBV0400BFR3G40D,"TMBV 4"" #600 PT RF G BRAY A105/A105+ENP/",,,
TBV0400FFR3G31D,"TMBV 4"" #600 PT RF G OM A216/316/DEVL",,,
TBV0400FFR3G40D,"TMBV 4"" #600 PT RF G OM A105/A105+ENP",,,
TBV0400WFR2L31P,"TMBV 4"" #300 PT RF L A216/316/PTFE",,,
TBV0400WRJ4L31P,"TMBV 4"" #900 PR RTJ L A216/316/PTFE",,,
TBV0600FFR3G40D,"TMBV 6"" #600 PT RF G OM A105/A105ENP/DV",,,
TBV0800FFR2G30R,"TMBV 8"" #300 PT RF G OM A216/A105/RPTFE",,,
TBV0800FFR2G31R,"TMBV 8"" #300 PT RF G OM A216/316/RPTFE",,,
TBV0800FRR2G30R,"TMBV 8"" #300 PR RF G OM A216/A105/RPTFE",,,
TBV0800FRR3G31R,"TMBV 8"" #600 PR RF G OM A216/316/RPTFE",,,
TBV0800FRR3G40D,"TMBV 8"" #600 PR RF G OM A105/A105+ENP",,,
TBV0800WFJ4G31P,"TMBV 8"" #900 PT RTJ G WEN A216/316/PTFE",,,
TBV0800WRR4G30P,"TMBV 8"" #900 PR RF G  A105/A105+ENP/PTFE",,,
TBV1000FFR1G30R,"TMBV 10"" #150 PT RF G OM A216/A105/RPTFE",,,
TBV1000FFR2G30R,"TMBV 10"" #300 PT RF G OM A216/A105/RPTFE",,,
TBV1000VRR6G30R,"TMBV 10"" #600 PR RF G  A216/A105/RPTFE",,,
TBV1200FFR1G30R,"TMBV 12"" #150 PT RF G OM A216/A105ENP/RP",,,
TBV1400WRR1G30P,"TMBV 14"" #150 PR RF G A216/A105+ENP/PTFE",,,
TBV1600FFR1G30R,"TMBV 16"" #150 PT RF G OM A216/A105ENP/RP",,,
TBV1600FFR3G40D,"TMBV 16"" #600 PT RF G OM A105/A105ENP/DV",,,
TBV2000WFR1G30P,"TMBV 20"" #150 PT RF G A216/A105+ ENP/PTF",,,
TCA0127ZC111193,"TUERCA 1/2"" ZINC 2H",,,
TCA0158ZC111193,"TUERCA 5/8"" ZINC 2H",,,
TCA0190ZC111193,"TUERCA 3/4"" ZINC 2H",,,
TCA0254ZC111193,"TUERCA 1"" ZINC 2H",,,
TCA0286ZC111193,"TUERCA 11/8"" ZINC 2H",,,
TCA0317ZC111193,"TUERCA 11/4"" ZINC 2H",,,
TCA0875ZC111193,"TUERCA 7/8"" ZINC 2H",,,
TEFLON0075X10M,"TEFLON ALTA DENSIDAD 3/4"" X 10 MTS",,,
TEFLON0075X50M,"TEFLON ALTA DENSIDAD 3/4"" X 50MTS",,,
TERMINAL05070AL,"TERMINAL ALUMINIO CABLE 70 OJAL 1/2"" PACK X5",,,
TERMOMDIGRTER10,TERMOMETRO DIGITAL RTER-10,,,
THR005008030105,"THREADOLET 1/2"" SCH80 3000 A105",,,
THR005008030316,"THREADOLET 1/2"" SCH80 3000 316",,,
THR007508030105,"THREADOLET 3/4"" SCH80 3000 A105",,,
THR007508030316,"THREADOLET 3/4"" SCH80 3000 316",,,
THR007516060105,"THREADOLET 3/4"" SCH160 6000 A105",,,
THR010008030105,"THREADOLET 1"" SCH80 3000 A105",,,
THR010008030304,"THREDOLET 1"" SCH80 3000 304",,,
THR010016060105,"THREADOLET 1"" SCH160 6000 A105",,,
THR015008030105,"THREADOLET 11/2"" SCH80 3000 A105",,,
THR015016060105,"THREADOLET 11/2"" SCH160 6000 A105",,,
THR020008030105,"THREADOLET 2"" SCH80 3000 A105",,,
THR020016060105,"THREADOLET 2"" SCH160 6000 A105",,,
TOTALCUADROB,TOTAL CUADRO B,,,
TUB0050-089S316,"TUBING S/C 1/2"" ESP 0,89 MM 316 X METRO",,,
TUB0050-211S316,"TUBING S/C 1/2"" ESP 2,11 MM 316 X METRO",,,
UBOLT0037502520,"GRAMPA UBOLT 3/8"" X 1/4"" GALV C/TYA",,,
UBOLT0050002520,"GRAMPA UBOLT 1/2"" X 1/4"" GALV C/TYA",,,
UBOLT0075002520,"GRAMPA UBOLT 3/4"" X 1/4"" GALV C/TYA",,,
UBOLT0100002520,"GRAMPA UBOLT 1"" X 1/4"" GALV C/TYA",,,
UBOLT0125037520,"GRAMPA UBOLT 1 1/4"" X 3/8"" GALV",,,
UBOLT0150031220,"GRAMPA UBOLT 1 1/2"" X 5 1/16"" GALV C/TYA",,,
UBOLT0150037520,"GRAMPA UBOLT 1 1/2"" X 3/8"" GALV C/TYA",,,
UBOLT0200002520,"GRAMPA UBOLT 2"" X 1/4"" GALV C/TYA",,,
UBOLT0200031220,"GRAMPA UBOLT 2"" X 5 1/16"" GALV C/TYA",,,
UBOLT0200037520,"GRAMPA UBOLT 2"" X 3/8"" GALV C/TYA",,,
UBOLT0250005020,"GRAMPA UBOLT 2 1/2"" X 1/2"" GALV C/TYA",,,
UBOLT0300005020,"GRAMPA UBOLT 3"" X 1/2"" GALV C/TYA",,,
UBOLT0300037520,"GRAMPA UBOLT 3"" X 3/8"" GALV C/TYA",,,
UBOLT0400005020,"GRAMPA UBOLT 4"" X 1/2"" GALV C/TYA",,,
UBOLT0400031220,"GRAMPA UBOLT 4"" X 5 1/16"" GALV C/TYA",,,
UBOLT0400037520,"GRAMPA UBOLT 4"" X 3/8"" GALV C/TYA",,,
UBOLT0600005020,"GRAMPA UBOLT 6"" X 1/2"" GALV C/TYA",,,
UBOLT0600062520,"GRAMPA UBOLT 6"" X 5/8"" GALV C/TYA",,,
UBOLT0800005020,"GRAMPA UBOLT 8"" X 1/2"" GALV C/TYA",,,
UBOLT0800062520,"GRAMPA UBOLT 8"" X 5/8"" GALV C/TYA",,,
UBOLT1000007520,"GRAMPA UBOLT 10"" X 3/4"" GALV C/TYA",,,
UBOLT1000062520,"GRAMPA UBOLT 10"" X 5/8"" GALV C/TYA",,,
UBOLT1200062520,"GRAMPA UBOLT 12"" X 5/8"" GALV C/TYA",,,
UBOLT1200087520,"GRAMPA UBOLT 12"" X 7/8"" GALV C/TYA",,,
UBOLT1400087520,"GRAMPA UBOLT 14"" X 7/8"" GALV C/TYA",,,
UBOLT1600087520,"GRAMPA UBOLT 16"" X 7/8"" GALV C/TYA",,,
UBOLT2000010020,"GRAMPA UBOLT 20"" X 1"" GALV C/TYA",,,
UD01503000NN830,"UDG 11/2"" #3000 NPT/NPT",,,
UD02000206NN830,"UDG 2"" FIG 206 NPT/NPT 4130",,,
VA0025MH3161000,"VALV AGUJA RECTA 1/4"" #10000 MH 316 NPT",,,
VA0050MH3166,"VAL BLOQUEO Y PURGA 1/2"" #6000 316 MH",,,
VA0050MH3166K,"VALV AGUJA BLOQUEO 1/2"" #6000 316 MH",,,
VA0100RF30T10RC,"VALV AGUJA RECTA 1"" #300 RF A105/304 HW",,,
VAR0025HHN03316,"VALV AGUJA RECTA 1/4"" #3000 HH NPT 316",,,
VAR0025HHN06316,"VALV AGUJA RECTA 1/4"" #6000 HH NPT 316",,,
VAR0025MHN03316,"VALV AGUJA RECTA 1/4"" #3000 MH NPT 316",,,
VAR0025MHN06316,"VALV AGUJA RECTA 1/4"" #6000 MH NPT 316",,,
VAR0050HHN03316,"VALV AGUJA RECTA 1/2"" #3000 HH NPT 316",,,
VAR0050MHN06316,"VALV AGUJA RECTA 1/2"" #6000 MH NPT 316",,,
VAR0050MHN15316,"VALV AGUJA RECTA 1/2"" #15000 MH NPT 316",,,
VAR0100HHN03316,"VALV AGUJA RECTA 1"" #3000 HH NPT 316SS",,,
VAR0100HHN06316,"VALV AGUJA RECTA 1"" #6000 HH NPT 316SS",,,
VAR0100MHN03316,"VALV AGUJA RECTA 1"" #3000 MH NPT 316SS",,,
VAR0100MHN06316,"VALV AGUJA RECTA 1"" #6000 MH NPT 316SS",,,
VAR0158ZC10D193,"VARILLA ROSCADA 5/8"" 1000MM ZINC GR B7",,,
VBP0050MH110316,"MANIFOLD 1/2"" 10000PSI 316 MOD OM-2VM380",,,
VBP0050MH300316,"MANIFOLD 1/2"" 3000PSI 316 MOD OM-2VM180",,,
VBP0050MH600316,"MANIFOLD 1/2"" 6000PSI 316 MOD OM-2VM180",,,
VD0200RF110T126,"VALVULA DIAFRAGMA 2"" #150 RF PT A126",,,
VD0200RF150PT12,"VALV DIAFRAG 2"" #150 RF PT RECTO A126/BU",,,
VDV03000150A216,"VALV DIAF VERTED 3"" #150 RF HD+BUTYL",,,
VDV06000150A216,"VALV DIAFRAGMA VERTEDERO 6"" #150 RF A216",,,
VE0050VELTR001,"VALVULA ESCLUSA 1/2"" #800 A105 NPT",,,
VE0075NPT2T10VL,"VALVULA ESCL 0,75"" #800 NPT A105/316 VOL",,,
VE0100EBNTR05,"VALV. ESCLUSA 1"" #800 NPT TRIM 10 A105 A",,,
VE0200RF15T10WC,"VALV ESCLUSA 2"" #150 TR10 RF A216 WCB",,,
VE0200RF15T12WC,"VALV ESCLUSA 2"" #150 TR12 RF A216 WCB",,,
VE0200RF30T10HT,"VALV ESCLUSA 2"" #300 RF TR HASTELLOY",,,
VE0200RF30T12WC,"VALV ESCLUSA 2"" #300 TR12 RF A216 WCB",,,
VE0200RF60T12WC,"VALV ESCLUSA 2"" #600 TR12 RF A216 WCB",,,
VE0200RJ90T12WC,"VALV ESCLUSA 2"" #900 TR12 RJ A105",,,
VE0300RF15T12WC,"VALV ESCLUSA 3"" #150 TR12 RF A216 WCB",,,
VE0300RF30T08WC,"VALV ESCLUSA 3"" #300 TR08 RF A216 WCB",,,
VE0300RF30T12WC,"VALV ESCLUSA 3"" #300 TR12 RF A216 WCB",,,
VE0300RF60T10WC,"VALV ESCLUSA 3"" #600 TR10 RF A216 WCB",,,
VE0400RF15T12WC,"VALV ESCLUSA 4"" #150 TR12 RF A216 WCB",,,
VE0400RF30T12WC,"VALV ESCLUSA 4"" #300 TR12 RF A216 WCB",,,
VE0400RJ90T12WC,"VALV ESCLUSA 4"" #900 TR12 RJ A216 WCB",,,
VE0600RF15T10WC,"VALV ESCLUSA 6"" #150 TR10 RF A216 WCB",,,
VE0600RF15T12WC,"VALV ESCLUSA 6"" #150 TR12 RF A216 WCB",,,
VE0600RF30T12WC,"VALV ESCLUSA 6"" #300 TR12 RF A216 WCB",,,
VE0600RF60T10WC,"VALV ESCLUSA 6"" #600 TR10 RF A216 WCB",,,
VE0600RF60T12WC,"VALV ESCLUSA 6"" #600 TR12 RF A216 WCB",,,
VE0800RF15T10AI,"VALV ESCLUSA 8"" #150 TR10 RF CF8M",,,
VE0800RF30T10WC,"VALV ESCLUSA 8"" #300 TR10 RF A216 WCB",,,
VE0800RF30T12AI,"VALV ESCLUSA 8"" #300 TR12 RF CF8M",,,
VE0800RF30T12WC,"VALV ESCLUSA 8"" #300 TR12 RF A216 WCB",,,
VE0800RF60T12WC,"VALV ESCLUSA 8"" #600 TR12 RF A216 WCB",,,
